"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE"
"Sean O'Grady","November 9, 2016 Wednesday 7:42 AM GMT",,"What Donald Trump's victory means for post-Brexit Britain; The Donald's attitude to the US Federal Reserve is hostile. How this might pan out is anybody's guess - but a threat to the stability of the dollar is now threatening to destabilise the entire world economy","595 words","The Independent (United Kingdom)","VOICES",
"TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR","November 2, 2016 Wednesday 11:34 AM GMT",,"'Vicious' EU leaders could 'lose the plot' over Brexit, Irish PM Enda Kenny warns as he claims Theresa May could trigger negotiations within WEEKS","595 words","MailOnline","NEWS",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","November 6, 2016 Sunday 12:49 PM GMT",,"'He should be out on his ear!' Arch-Remainer Lord Patten launches extraordinary attack on Cabinet minister Sajid Javid over criticism of Brexit court case","594 words","MailOnline","NEWS",
"By Alan Tovey, Industry Editor","November 4, 2016 Friday 1:20 PM GMT",,"Car registrations edge forward but Brexit fears hit consumer sales","594 words","telegraph.co.uk","BUSINESS",
"Tom Knowles","November 10, 2016 Thursday",,"Redrow delivers tut-tut to those Brexit warnings","593 words","The Times (London)","BUSINESS; Pg. 36",
,"November 8, 2016 Tuesday",,"Brexit 'fast-track' plan and the rule of law; Letters to the Editor","593 words","The Times (London)","LETTERS; Pg. 32",
"Nick Gutteridge","November 3, 2016 Thursday 9:27 AM GMT",,"'Vicious' EU leaders could 'lose the plot' trying to punish UK for Brexit, Irish PM warns","592 words","Express Online",,
"Zlata Rodionova","November 4, 2016 Friday 3:39 PM GMT",,"Brexit-backing curry industry says it feels 'betrayed' by Theresa May's immigration clampdown; The number of licensed curry restaurants has declined by 13 per cent, with over 1,000 restaurants closing their doors for good in the last 18 months","590 words","The Independent (United Kingdom)","BUSINESS NEWS",
,"November 12, 2016 Saturday",,"Farmers told to earn tax cash after Brexit; IN THE NEWS","59 words","The Times (London)","NEWS; FRONT PAGE; Pg. 1",
"By George Fuller, video source APTN","November 7, 2016 Monday 6:52 AM GMT",,"Trump: US vote will be Brexit-plus-plus-plus","59 words","telegraph.co.uk","NEWS",
,"November 6, 2016",,"The High Court ruling can't derail Brexit because MPs know that voters won't stand for it; Letters to the Editor","589 words","The Sunday Telegraph (London)","LETTERS; Pg. 19",
"Rob Merrick","November 4, 2016 Friday 4:43 PM GMT",,"Tory MP who resigned had branded the party 'Ukip-lite' under Theresa May; Stephen Phillips, whose resignation has sparked a 'Brexit by-election', was also unhappy about other aspects of the Conservatives' drift to the Right, friends said.","589 words","The Independent (United Kingdom)","UK POLITICS",
"Alix Culbertson","November 11, 2016 Friday 12:00 AM GMT",,"IMMIGRANT WALK-OUT: 5,000 professors say they will return to Italy after Brexit","588 words","Express Online",,
"By Jason Beattie","November 6, 2016 Sunday 1:01 PM GMT",,"Theresa May should 'sack' Sajid Javid for criticising Brexit ruling, Tory peer says; Conservative grandee Lord Patten says Sajid Javid should be removed from the Cabinet for slamming judges behind Brexit ruling","587 words","mirror.co.uk","NEWS,UK NEWS",
"Siobhan Fenton","November 4, 2016 Friday 12:28 PM GMT",,"Martin McGuinness 'refuses to rule out Sinn Féin taking Westminster seats for first time to block Brexit'; Comments by Sinn Féin politician following Brexit court ruling, appeared to suggest the Republican party could reverse long-held abstentionist policy to vote against Article 50 in Westminster","586 words","The Independent (United Kingdom)","UK POLITICS",
"Joe Barnes","November 7, 2016 Monday 10:20 AM GMT",,"'What's the point?' John Humphrys GRILLS Keir Starmer over Labour's Brexit plans","585 words","Express Online",,
"Gordon Rayner","November 5, 2016 Saturday",,"Four judges to rule on Brexit have previous ties to Europe; Brexit turmoil ; Supreme Court under scrutiny before appeal on whether Theresa May needs parliamentary vote","585 words","The Daily Telegraph (London)","NEWS; Pg. 6",
"Rebecca Perring","November 10, 2016 Thursday 11:31 AM GMT",,"How Trump used UK's Brexit to give Americans the courage to punish political elite","584 words","Express Online",,
"Georgie Keate","November 10, 2016 Thursday",,"Westminster must show its hand on Brexit, demands SNP","584 words","The Times (London)","NEWS; Pg. 20",
"Greg Christison","November 4, 2016 Friday 12:00 AM GMT",,"SNP under pressure over members' backing for Brexit","584 words","Express Online",,
"Larry Elliott","November 3, 2016 Thursday 12:51 PM GMT",,"The Bank of England got it both wrong and right; Threadneedle Street may have got its forecasts badly wrong after the Brexit vote. Then again, you could say its policies have restored calm and confidence","584 words","The Guardian","BUSINESS",
"Riley-Smith","November 13, 2016",,"We'll make trouble, sacked ministers tell May; Brexit battle ; Senior Tories dismissed by PM say they will rebel if they are not promoted back into Government","583 words","The Sunday Telegraph (London)","NEWS; Pg. 10",
"Indra Warnes","November 12, 2016 Saturday 12:19 PM GMT",,"'Brexit is REVERSIBLE' Minister to argue Article 50 can be STOPPED in Supreme Court battle","583 words","Express Online",,
"Matthew Weaver","November 4, 2016 Friday 8:57 AM GMT",,"Brexit timetable still on track despite article 50 ruling, Theresa May to tell EU; PM to tell European commission chief Jean-Claude Juncker she still plans to trigger article 50 by end of March","583 words","The Guardian","POLITICS",
"HANNAH FEARN","November 4, 2016 Friday",,"Stop complaining about the legal challenge to Brexit - it's democracy in action","582 words","The Independent - Daily Edition","COMMENT; Pg. 32",
"David Maddox","November 9, 2016 Wednesday 12:01 AM GMT",,"Sturgeon's bid to halt Brexit: First Minister 'should respect democracy'","581 words","Express Online",,
"Sean Farrell","November 7, 2016 Monday 9:34 AM GMT",,"Ryanair boss says fares will fall up to 15% this winter; Michael O'Leary says more competition is driving cheaper fares but bemoans UK government's lack of Brexit strategy","581 words","The Guardian","BUSINESS",
"Chris Green","November 7, 2016",,"Brexit muddle sees Labour deputy leader contradict Corbyn; POLITICS","580 words","i-Independent Print Ltd","NEWS; Pg. 6",
"Lizzie Stromme","November 8, 2016 Tuesday 9:52 PM GMT",,"Gina Miller BACKS meddling Sturgeon's shameful plan to STOP Supreme Court Brexit appeal","578 words","Express Online",,
"David Maddox","November 8, 2016 Tuesday 5:56 PM GMT",,"EU-funded thinktank branded as 'DESPERATE' over new Brexit black hole report","578 words","Express Online",,
"MYRA BUTTERWORTH FOR MAILONLINE","November 3, 2016 Thursday 4:33 PM GMT",,"Where will house prices rise the most over five years? Leading estate agent forecasts gains of £50k, but says it all hinges on Brexit negotiations","578 words","MailOnline","PROPERTY",
,"November 5, 2016",,"Like Brexit on steroids, idea of a Trump victory alarms Britons living in America; EXPATS Clinton gets backing as lesser of two evils. By Chris Burn in Washington","577 words","i-Independent Print Ltd","NEWS; Pg. 8",
"Zoie O'Brien","November 4, 2016 Friday 1:19 PM GMT",,"Boris Johnson attempts to calm Brexit nerves in Berlin as he vows to keep German links","577 words","Express Online",,
"By Philip Johnston","November 3, 2016 Thursday 10:54 AM GMT",,"The high court ruling on Brexit should never have happened - judges should stay out of politics","577 words","telegraph.co.uk","NEWS",
"John Boothman","November 13, 2016 Sunday",,"O'Donnell: Brexit blows Scots out of the water","576 words","The Sunday Times (London)","NEWS; Pg. 4",
"By Patrick Scott , Data Journalist","November 4, 2016 Friday 11:30 PM GMT",,"Anti-Brexit parties would win 150 fewer seats than pro-Leave parties at a general election, analysis suggests","576 words","telegraph.co.uk","NEWS",
"Rob Merrick","November 2, 2016 Wednesday 5:40 PM GMT",,"Brexit legal challenge: High Court to announce whether Theresa May can bypass Parliament when triggering Article 50; The historic case could hand Parliament the opportunity to challenge, or even delay, the process of leaving the European Union","574 words","The Independent (United Kingdom)","UK POLITICS",
"ROB MERRICK DEPUTY POLITICAL EDITOR","November 2, 2016 Wednesday",,"Crime-fighting cooperation with EU leaves May at odds with Brexit Tory MPs","574 words","The Independent - Daily Edition","NEWS; Pg. 5",
"Forsyth JAMES","November 12, 2016 Saturday",,"New President is real gift to Brexit Britain","573 words","The Sun (England)","Pg. 10",
,"November 9, 2016 Wednesday 12:00 AM GMT",,"Gold jumps to highest value since Brexit as Donald Trump storms to US election victory","573 words","Express Online",,
"Lizzie Stromme","November 2, 2016 Wednesday 9:48 AM GMT",,"Business guru tells Japan NOT to invest in UK before Brexit DESPITE Nissan deal","573 words","Express Online",,
"INDERDEEP BAINS FOR THE DAILY MAIL","November 3, 2016 Thursday 1:37 AM GMT",,"Brexit is named the word of the year by the Collins Dictionary after dominating politics in 2016","572 words","MailOnline","NEWS",
,"November 12, 2016 Saturday",,"Betting the Farm; Brexit presents an opportunity to craft a smarter agricultural policy","571 words","The Times (London)","LETTERS; Pg. 37",
"BY JASON GROVES IN LONDON AND JAMES SLACK IN BANGALORE","November 9, 2016 Wednesday",,"FURY AS STURGEON TRIES TO GIVE SCOTLAND A BREXIT VETO","571 words","DAILY MAIL (London)",,
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","November 4, 2016 Friday 11:15 AM GMT",,"BREAKING: Pro-Brexit Tory MP QUITS parliament after venting anger at Theresa May's stance on process of cutting ties with Brussels","571 words","MailOnline","NEWS",
"Alice Foster","November 3, 2016 Thursday 9:49 AM GMT",,"Can MPs block Brexit? Will the Supreme Court overturn the Article 50 ruling?","571 words","Express Online",,
"Ellie Mae O'Hagan","November 3, 2016 Thursday 12:34 PM GMT",,"The Brexit High Court ruling is a good thing - but it could have devastating consequences for Jeremy Corbyn's Labour; A lot of Labour MPs who voted Remain - Ed Miliband, for example -represent Leave constituencies. They now face an unpleasant choice","571 words","The Independent (United Kingdom)","VOICES",
"ROB MERRICK DEPUTY POLITICAL EDITOR","November 5, 2016 Saturday",,"Clegg looks to delay May's plans and secure soft Brexit","570 words","The Independent - Daily Edition","NEWS; Pg. 6",
"Editorials","November 4, 2016 Friday 6:59 PM GMT",,"The Guardian view on Brexit ruling: the response to the courts threatens to undermine the bedrock of a democratic society; Dissent is vital but attempts to shatter a nation's confidence in judges as impartial guardians of the rule of law are wrong","570 words","The Guardian","OPINION",
"Jacob Stolworthy","November 3, 2016 Thursday 11:55 AM GMT",,"Collins Dictionary's 10 words of the year, from 'Brexit' and 'snowflake generation' to 'JOMO'; Collins states that the increase in the usage of Brexit is ""unheard of"" since monitoring began","570 words","The Independent (United Kingdom)","NEWS",
,"November 6, 2016 Sunday 12:05 AM GMT",,"The big issue: from the arts to the economy - the tangible costs of Brexit; The realities of the referendum campaign are now being felt across all areas of society","569 words","The Observer (London)","NEWS",
"By David Millward, US Correspondent","November 9, 2016 Wednesday 4:13 AM GMT",,"How the pollsters got the US election wrong - just like Brexit","568 words","telegraph.co.uk","NEWS",
"Rehema Figueiredo","November 7, 2016 Monday 3:29 PM GMT",,"Brexit Secretary vows Article 50 will be triggered by March in face of High Court ruling","568 words","Express Online",,
"BRIAN CAREY","November 13, 2016 Sunday",,"We need to clip the wings of the Trump-Brexit black swans","567 words","The Sunday Times (London)","BUSINESS; Pg. 2",
"Rob Merrick","November 7, 2016 Monday 12:14 PM GMT",,"Theresa May says India has to 'take back' its nationals from Britain before it is given more visas; On her visit to India, the Prime Minister insists on a deal before any relaxation ofBritain's visa restrictions - despite warnings of a threat to a post-Brexit trade deal.","565 words","The Independent (United Kingdom)","UK POLITICS",
"Siobhan McFadyen","November 7, 2016 Monday 10:30 AM GMT",,"Boris Johnson blasts Britain for not being German enough in bizarre Berlin Brexit speech","564 words","Express Online",,
"Christopher Hope","November 5, 2016 Saturday",,"Delaying Britain's exit raises the risk of violence, ministers warn peers; Brexit turmoil ; Anger from Conservative MPs at prospect of Lords attempting to delay and water down terms","564 words","The Daily Telegraph (London)","NEWS; Pg. 6,7",
"By Stephen Hayward","November 5, 2016 Saturday 9:33 PM GMT",,"Bad news for crisps fans as Walkers plan to hike prices by 10% - and Brexit is being blamed; Despite being made in Britain with British potatoes the US owned company has blamed the 5p price rise on the result of the EU referendum","564 words","mirror.co.uk","NEWS,UK NEWS",
"By Dan Bloom","November 4, 2016 Friday 11:21 AM GMT",,"Tory MP quits in protest as Theresa May refuses to accept High Court's Brexit ruling; Stephen Phillips, who already has a second job, blamed ""irreconcilable differences"" after warning it was ""tyranny"" not to let MPs vote","564 words","mirror.co.uk","NEWS,UK NEWS",
