"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE"
"Rob Merrick","October 26, 2016 Wednesday 1:49 PM GMT",,"Theresa May accuses her Brexit critics of 'frustrating the will of the British people'; The Prime Minister turned on Jeremy Corbyn after he tried to 'poke fun at the phrase Brexit means Brexit'","519 words","The Independent (United Kingdom)","UK POLITICS",
"Charlie Bayliss","October 24, 2016 Monday 3:46 AM GMT",,"Hard Brexit 'to leave Brussels coughing up £13BILLION a year to trade with Britain'","519 words","Express Online",,
"Callum Jones","November 1, 2016 Tuesday",,"WPP rings alarm bell over dangers of Brexit wobbles","518 words","The Times (London)","BUSINESS; Pg. 40",
"Joe Barnes","October 28, 2016 Friday 12:14 PM GMT",,"'They think we're invaders!' Survey says nearly quarter of Poles want to leave post-Brexit","518 words","Express Online",,
"Chris Green SCOTLAND EDITOR","October 24, 2016",,"Devolved leaders to be consulted on Brexit strategy; EUROPE","517 words","i-Independent Print Ltd","NEWS; Pg. 6",
"By Jason Beattie","October 21, 2016 Friday 6:01 PM GMT",,"How a small region of Belgium has just caused panic in the Brexit ranks; The Belgium region of Wallonia has sabotaged a Canadian-EU trade deal. Could it do the same to the UK?","517 words","mirror.co.uk","NEWS,UK NEWS",
"By Tim Wallace","October 30, 2016 Sunday 6:30 PM GMT",,"Jersey's financiers offer UK help on accessing EU post-Brexit","516 words","telegraph.co.uk","BUSINESS",
"By Cara McGoogan","October 28, 2016 Friday 9:30 AM GMT",,"Apple hikes MacBook and iMac prices by 20pc in response to post-Brexit sterling fall","516 words","telegraph.co.uk","TECHNOLOGY",
"Rehema Figueiredo","October 21, 2016 Friday 12:00 AM GMT",,"British technology firms bin Berlin as post-Brexit London proves better for business","516 words","Express Online",,
"Joey Millar","October 27, 2016 Thursday 2:24 PM GMT",,"Brexit Britain is making history: ""The eyes of the world are upon us"" says MEP","515 words","Express Online",,
"Francesco Guarascio","October 21, 2016 Friday 1:41 PM GMT",,"EU's Brexit negotiator demands all talks are conducted in French; Michel Barnier said to want to keep the complex negotiations in his native tongue","514 words","The Independent (United Kingdom)","EUROPE",
"Zoe Efstathiou","October 27, 2016 Thursday 12:37 AM GMT",,"Now despairing Nicola Sturgeon calls for a massive 'ALL-SCOTLAND' opposition to Brexit","513 words","Express Online",,
"Cyrus Engineer","October 25, 2016 Tuesday 8:15 AM GMT",,"Sturgeon branded a 'WASTE OF SPACE' over her Brexit demands","513 words","Express Online",,
"Joe Barnes","October 24, 2016 Monday 11:40 AM GMT",,"'We don't want all these people here!' Radio host clashes over Brexit with 'racist' caller","513 words","Express Online",,
"Mark Sweney","October 24, 2016 Monday 2:16 PM GMT",,"ITV cuts 120 jobs as Brexit uncertainty slows UK TV ad market; Broadcaster eyes £25m in savings, with ad revenues for first nine months of 2016 expected to be down 1% year on year","513 words","The Guardian","BUSINESS",
"Rebecca Perring","October 26, 2016 Wednesday 8:39 PM GMT",,"Britain SAVED democracy with Brexit and Netherlands WILL follow, Dutch PM vows","512 words","Express Online",,
"Joe Barnes","October 31, 2016 Monday 4:50 PM GMT",,"'Brexit is an optimistic story' International economist backs EU departure","511 words","Express Online",,
"LEE BOYCE FOR THISISMONEY.CO.UK","October 27, 2016 Thursday 10:26 AM GMT",,"TSB's Spanish owners 'not concerned' about Brexit vote as the bank reports a bumper rise in customers and profits","511 words","MailOnline","MARKETS",
"Rob Merrick","October 23, 2016 Sunday 9:42 PM GMT",,"Brexit: Theresa May shares blame for rising hate crime, Tim Farron claims; The Prime Minister will be accused of makingBritain a 'nastier, more divided and more resentful country' by the Liberal Democrat leader","510 words","The Independent (United Kingdom)","UK POLITICS",
,"October 28, 2016",,"Brexit vote hits C&C's core profits; The Business Matrix The day at a glance LEISURE","51 words","i-Independent Print Ltd","BUSINESS; Pg. 50",
,"October 25, 2016",,"Labour peers 'will not block Brexit'; The News Matrix The day at a glance POLITICS","51 words","i-Independent Print Ltd","FEATURES; Pg. 2",
"Sofia Delgado","October 29, 2016 Saturday 12:01 AM GMT",,"Four-year-old British boy 'banned from Spanish holiday resort pool because of Brexit'","509 words","Express Online",,
"Ben Chapman","October 27, 2016 Thursday 9:07 AM GMT",,"Barclays profits boosted 35% with help from Brexit; Bank takes £600m hit for more PPI compensation butmakes millions from increased market volatility as uncertainty sparks flurry of bond trading trading","508 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Sarah O'Grady","November 1, 2016 Tuesday 2:52 PM GMT",,"Remain supporter Richard Branson sees massive Brexit BOOST for his Virgin Money group","506 words","Express Online",,
"Alexandra Sims","October 30, 2016 Sunday 3:47 PM GMT",,"Mark Carney 'may decide this week' if he will quit following barrage of post-Brexit criticism; Mr Carneyis on a five-year contract that expires in 2018 but has an option to extend the job until 2021","506 words","The Independent (United Kingdom)","HOME NEWS",
"ROB MERRICK DEPUTY POLITICAL EDITOR","October 24, 2016 Monday",,"Benn says MPs should have right to dictate Brexit terms","505 words","The Independent - Daily Edition","NEWS; Pg. 7",
"Lizzie Stromme","October 26, 2016 Wednesday 9:58 AM GMT",,"EU chiefs warned: Britain WILL NOT continue funding 'corrupt' schemes, Brexit MEP blasts","504 words","Express Online",,
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","October 24, 2016 Monday 10:05 AM GMT",,"EU'll lose out! 'Hard' Brexit would cost other member states £8BILLION a year more than the UK","504 words","MailOnline","NEWS",
"BEN CHU ECONOMICS EDITOR","October 22, 2016 Saturday",,"Brexit blamed for sharp rise in public borrowing","503 words","The Independent - Daily Edition","BUSINESS; Pg. 40",
"Rob Virtue","October 20, 2016 Thursday 1:42 PM GMT",,"Tusk tells May: 'EU is BEST company in world - forget Lion's Den - we won't talk Brexit'","503 words","Express Online",,
"Steven Swinford","October 25, 2016 Tuesday",,"Sturgeon and May clash as Brexit talks turn acrimonious","501 words","The Daily Telegraph (London)","NEWS; Pg. 2",
"Lana Clements","October 25, 2016 Tuesday 4:44 PM GMT",,"Manufacturing exports surge to two-year HIGH in months following Brexit vote","500 words","Express Online",,
,"October 20, 2016 Thursday",,"CBI boss wants voice on Brexit; MIRROR BIZNI","50 words","Daily Mirror","Pg. 41",
,"October 26, 2016 Wednesday 12:01 AM GMT",,"Post-Brexit, we can make foreign aid work for the UK","499 words","Express Online",,
"Ashley Cowburn","October 30, 2016 Sunday 11:04 AM GMT",,"Brexit: Government reveals it is seeking tariff-free access to EU markets; Shadow Brexit Secretary Keir Starmer responded: 'To learn of this in an interview this morning is the wrong way to prepare for these negotiations'","498 words","The Independent (United Kingdom)","UK POLITICS",
"Ashley Cowburn","October 29, 2016 Saturday 12:51 PM GMT",,"Brexit: Theresa May urged to 'remember her words' after calling for MPs' right to veto European talks in 2007; Former Education Secretary Nicky Morgan told The Independent the Prime Minister's 2007 comments were 'spot on'","498 words","The Independent (United Kingdom)","UK POLITICS",
"JAMES Forsyth","October 22, 2016 Saturday",,"Power of the City will get us fair Brexit","498 words","The Sun (England)","EDITORIAL; Pg. 10",
"BY JASON GROVES, DEPUTY POLITICAL EDITOR","October 21, 2016 Friday",,"TORY ANGER AT REMAINER BENN'S BREXIT ROLE","498 words","DAILY MAIL (London)",,
"Charlie Bayliss","October 24, 2016 Monday 1:07 AM GMT",,"David Davis 'being spied on by ALL 27 EU member states trying to gain Brexit intelligence'","497 words","Express Online",,
"LUCY SCHOLES","October 23, 2016 Sunday",,"TURNING A NEW LEAF; Set in a post-Brexit world, Ali Smith's new novel, the first in a four-part series, is delightfully grounded in down to earth realism, says Lucy Scholes","497 words","The Independent - Daily Edition","FEATURES; Pg. 72",
"Alice Foster","November 1, 2016 Tuesday 6:11 PM GMT",,"Nick Clegg slams Brexiteers for ""ludicrous utopianism"" over post-Brexit trade tariffs","496 words","Express Online",,
"JACK MAIDMENT","October 30, 2016 Sunday 1:58 PM GMT",,"UK continuing with EU budget payments may be brexit requirement - Nick Clegg","496 words","Express Online",,
"Rob Merrick","October 25, 2016 Tuesday 10:42 AM GMT",,"UK's £12bn aid budget could be spent on winning Brexit trade deals instead, Priti Patel suggests; Aid spending should not 'exclude the whole area of trade and trade opportunities', the International Development Secretary said","496 words","The Independent (United Kingdom)","UK POLITICS",
"Simon Johnson","October 27, 2016 Thursday",,"Independence vote a worse economic threat than Brexit, warns report","495 words","The Daily Telegraph (London)","NEWS; Pg. 13",
,"October 24, 2016",,"English, French and the Brexit divide: a job for linguist Boris? [...]","495 words","i-Independent Print Ltd","NEWS; Pg. 14",
,"October 22, 2016",,"Leaders give PM silent treatment for brief late-night speech; BREXIT May accused of 'creating a lot of anger'. By Leo Cendrowicz in Brussels","494 words","i-Independent Print Ltd","NEWS; Pg. 4",
"By Tara Cunningham, Business Reporter","October 27, 2016 Thursday 8:00 AM GMT",,"Pound hits one-week high after data shows UK economy grew by 0.5pc after Brexit vote","4934 words","telegraph.co.uk","BUSINESS",
"By Alan Tovey, Industry Editor","October 25, 2016 Tuesday 4:18 PM GMT",,"Brexit fails to dent demand for cars, says Pendragon","493 words","telegraph.co.uk","BUSINESS",
"Joe Barnes","October 31, 2016 Monday 4:50 PM GMT",,"'Brexit is an optimistic story' International economist positive about fall in pound","492 words","Express Online",,
"Ashley Cowburn","October 26, 2016 Wednesday 1:48 PM GMT",,"Brexit: Access to EU security intelligence 'critical' to fighting terrorism, says one of Britain's most senior policewomen; 'We are all safer because we can work together across Europe and share information which each other - that genuinely is helping to keep citizens of Europe safe'","492 words","The Independent (United Kingdom)","UK POLITICS",
"Lana Clements","October 31, 2016 Monday 4:21 PM GMT",,"Eurozone economy grows just 0.3% in Q3 showing EU hit WORSE than UK by Brexit","491 words","Express Online",,
"Oli Smith","October 23, 2016 Sunday 12:01 AM GMT",,"Chief Remoaner MP insists Parliament WILL HAVE final say on Brexit negotiation stance","491 words","Express Online",,
,"October 25, 2016",,"Microsoft prices up due to Brexit; The Business Matrix The day at a glance TECHNOLOGY","49 words","i-Independent Print Ltd","BUSINESS; Pg. 42",
"JOE WATTS AND ROB MERRICK","October 22, 2016 Saturday",,"May sidelined at her own EU Brexit showdown; * PM kept waiting until 1am to make five-minute speech * Cabinet minister warns Lords: don't stand in way of our deal","49 words","The Independent - Daily Edition","NEWS; Pg. 1",
"Cyrus Engineer","October 24, 2016 Monday 11:50 AM GMT",,"'The harder the Brexit the BETTER' Leave voter brands EU 'not fit for purpose'","489 words","Express Online",,
"Zoe Efstathiou","October 31, 2016 Monday 12:22 AM GMT",,"Brexit will 'allow British fishermen to TAKE BACK their waters', says fisheries minister","488 words","Express Online",,
"Rebecca Flood","October 27, 2016 Thursday 10:35 PM GMT",,"EasyJet boss says special aviation deal between UK and EU can be worked out post-Brexit","488 words","Express Online",,
"Lizzie Stromme","October 23, 2016 Sunday 3:03 PM GMT",,"Brexit IS HAPPENING: Sturgeon's dream of second referendum blasted as economic vandalism","488 words","Express Online",,
"JOE WATTS POLITICAL EDITOR","October 20, 2016 Thursday",,"Brexit Cabinet battle looms as Hammond splits with May over foreign students","487 words","The Independent - Daily Edition","NEWS; Pg. 5",
"Joe Barnes","November 1, 2016 Tuesday 7:55 PM GMT",,"Alastair Campbell slams Theresa May's hiring of 'THREE CLOWNS' to negotiate Brexit","486 words","Express Online",,
"SIMON OSBORNE","October 28, 2016 Friday 9:25 AM GMT",,"UK facing battle to scrap freedom of movement as Romanian to be EU chief during Brexit","484 words","Express Online",,
"By Mikey Smith","October 30, 2016 Sunday 11:30 AM GMT",,"Here's what the Government promised Nissan to get them to stay in the UK after Brexit; Labour has demanded the government publish the letter offering assurances to the car manufacturer to convince them to keep their plant in Sunderland. Here's what they say was in it","483 words","mirror.co.uk","NEWS,UK NEWS",
"Lorne Cook","October 30, 2016 Sunday 11:39 AM GMT",,"EU trade deal that highlights dangers of Brexit to be signed within hours","481 words","The Independent (United Kingdom)","MIDDLE EAST",
"Brian Carey","October 30, 2016 Sunday",,"Brexit to put brake on car sales; The forecast for the forecourts is of dipping consumer confidence in wake of British vote, writes Brian Carey","481 words","The Sunday Times (London)","BUSINESS; Pg. 3",
"Michael Deacon","October 28, 2016 Friday",,"Hungry McDonnell makes dog's breakfast of his Brexit speech","481 words","The Daily Telegraph (London)","NEWS; Pg. 2",
"Zlata Rodionova","November 1, 2016 Tuesday 8:10 AM GMT",,"Brexit: Japanese companies have already 'begun receiving offers to relocate elsewhere in the EU'; The warning comes as Business secretary Greg Clark is still resisting calls to publish a letter he wrote to Nissan to persuade them to stay in the UK","480 words","The Independent (United Kingdom)","BUSINESS NEWS",
"By Mikey Smith","October 30, 2016 Sunday 11:30 AM GMT",,"Here's what the Government promised Nissan to get them to stay in the UK after Brexit; Labour has demanded the government publish the letter offering assurances to the car manufacturer to convince them to keep their plant in Sunderland. Here's what they say was in it","480 words","mirror.co.uk","NEWS,UK NEWS",
"John Ingham","October 24, 2016 Monday 12:00 AM GMT",,"'Best of British' Red Arrows fly into China for Brexit sales push","480 words","Express Online",,
