"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE"
"Katie Morley","November 21, 2016 Monday",,"Black Friday deals the 'best ever' due to Brexit effect; Shops will be forced to cut prices by up to 60pc after earlier round of discounts caused by vote uncertainty","396 words","The Daily Telegraph (London)","NEWS; Pg. 6",
"LARISSA BROWN POLITICAL CORRESPONDENT FOR THE DAILY MAIL","November 19, 2016 Saturday 1:12 AM GMT",,"Supreme Court's most senior judge is urged to stand down from crucial Brexit case over his wife's pro-Remain tweets","396 words","MailOnline","NEWS",
"Ajay Nair","November 16, 2016 Wednesday 11:01 PM GMT",,"Dutch finance minister blasts Boris Johnson for offering 'impossible' Brexit deal","396 words","Express Online",,
"SHAUN CONNOLLY","November 14, 2016 Monday",,"Johnson wins Cabinet tussle over 'Brexit Towers'","397 words","The Independent - Daily Edition","NEWS; Pg. 18",
"Ben Chapman","November 22, 2016 Tuesday 11:07 AM GMT",,"Autumn Statement: Government debt still on the rise, spelling trouble for Chancellor Philip Hammond; October borrowing less than expected but figure for the year is well in excess of pre-Brexit forecast","398 words","The Independent (United Kingdom)","BUSINESS NEWS",
,"November 23, 2016 Wednesday 12:56 PM GMT",,"Chancellor reveals growth hit because of Brexit","40 words","The Independent (United Kingdom)","UK POLITICS",
"Ashley Cowburn","November 14, 2016 Monday 5:02 PM GMT",,"UK Government intends to remain in EU security agency Europol until Brexit; 'Europol provides a valuable service to the UK and opting in would enable us to maintain our current access to that agency, until we leave the EU, helping keep the people of Britain safe'","400 words","The Independent (United Kingdom)","UK POLITICS",
,"November 17, 2016 Thursday 4:20 PM GMT",,"Brexit Bad Corporation! Conservative MP attacks the BBC for its 'biased' EU coverage","401 words","Express Online",,
"JACK GAUGHAN FOR THE DAILY MAIL","November 17, 2016 Thursday 1:34 PM GMT",,"Brexit vote sees Manchester United's debt rise 18 per cent to £338m while matchday revenue drops with Red Devils out of Champions League","401 words","MailOnline","FOOTBALL",
,"November 25, 2016 Friday",,"A profit from Brexit is more likely than the Chancellor's gloomy forecast; Letters to the Editor","402 words","The Daily Telegraph (London)","BUSINESS; Pg. 27",
"By Ashley Armstrong","November 20, 2016 Sunday 7:58 PM GMT",,"Smiggle braves 200 UK store openings despite Brexit","402 words","telegraph.co.uk","BUSINESS",
"Will Kirby","November 21, 2016 Monday 5:24 AM GMT",,"More than 60 Tory MPs sign statement calling for hard Brexit after 'misleading video'","403 words","Express Online",,
"By Pat McFadden","November 24, 2016 Thursday 4:36 PM GMT",,"The Tory right must now take responsibility for the £58bn 'Brexit bill'; Those who led the campaign for Brexit must be held accountable for the damage caused, says Labour MP Pat McFadden","404 words","mirror.co.uk","NEWS,UK NEWS",
"Oli Smith","November 24, 2016 Thursday 10:01 PM GMT",,"'That's best you can do?' Ferrari mocks Remain plot to STOP Brexit with Blair and Osborne","405 words","Express Online",,
"By Laura Hughes, Political Correspondent","November 21, 2016 Monday 12:01 AM GMT",,"Eurosceptics welcome Tony Blair's political comeback and Brexit intervention","405 words","telegraph.co.uk","NEWS",
,"November 16, 2016 Wednesday 2:34 PM GMT",,"REVEALED: Nearly 50,000 East Europe workers surged into UK after the Brexit vote","405 words","Express Online",,
"By Dan Bloom","November 24, 2016 Thursday 8:03 PM GMT",,"Brexit and Ukip voters are less likely to change their underpants every day, poll claims; If you believe the polls, take a look at this. It may be their most eyebrow-raising Brexit claim yet","406 words","mirror.co.uk","NEWS,UK NEWS",
"By Kevin Maguire","November 23, 2016 Wednesday 3:03 PM GMT",,"Brexit is a handy excuse for Spreadsheet Phil but this horror Autumn Statement is all the Tories' fault; A Labour Chancellor would be crucified for the horror Autumn Statement Philip Hammond just made - that is down to the Tories' mismanagement of the economy","406 words","mirror.co.uk","NEWS,UK NEWS",
"Larry Elliott","November 16, 2016 Wednesday 11:44 AM GMT",,"Employment not hit by Brexit vote -but there may be clouds ahead; Joblessness has hit a new 11-year low, but a rise of almost 10,000 in the claimant count suggests we could be at a turning point","406 words","The Guardian","BUSINESS",
"Andrew Woodcock, Helen William","November 23, 2016 Wednesday 9:47 PM GMT",,"Nigel Farage predicts 'seismic shock' at next general election if Conservatives do not implement Brexit; Interim Ukip leader claims Brexit was 'first brick out of the establishment wall'","407 words","The Independent (United Kingdom)","UK POLITICS",
"MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","November 23, 2016 Wednesday 3:48 PM GMT",,"Immigration will fall but STILL won't hit target of dropping below 100,000 a year even after Brexit, budget watchdog predicts","407 words","MailOnline","NEWS",
"TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR","November 23, 2016 Wednesday 10:09 AM GMT",,"Low and middle earners promised they WILL get income tax cuts despite Brexit uncertainty hitting growth","407 words","MailOnline","NEWS",
"Siobhan McFadyen","November 22, 2016 Tuesday 11:04 AM GMT",,"'You've got NO IDEA' Frustrated Sturgeon BLASTS May over Brexit negotiations","407 words","Express Online",,
"Ajay Nair","November 18, 2016 Friday 4:50 PM GMT",,"Sturgeon branded a 'yapping dog' for demanding a role in Brexit court case","407 words","Express Online",,
"Becca Longmire","November 24, 2016 Thursday 6:15 PM GMT",,"Lindsay Lohan cancels Kettering lights switch-on after slamming town for Brexit vote","408 words","Express Online",,
"Rebecca Perring","November 21, 2016 Monday 10:56 AM GMT",,"Remoaners plot to sabotage Brexit - but 70% of BRITONS want to get on with leaving EU","409 words","Express Online",,
,"November 22, 2016",,"Brexit lite deal pursued by May","41 words","i-Independent Print Ltd","FEATURES; Pg. 1",
"Tim Wallace","November 25, 2016 Friday",,"Brexit forecast bound to be wrong, says Boris's former adviser; Office for Budget Responsibility","410 words","The Daily Telegraph (London)","NEWS; Pg. 4",
"BRIAN HUTTON; PAT FLANAGAN","November 21, 2016 Monday",,"Martin: We must fight slow-motion crash of UK Brexit; FF leader bashes Brits Calls for EU aid help","410 words","Daily Mirror","NEWS; Pg. 2",
"Alice Foster","November 17, 2016 Thursday 3:50 PM GMT",,"When is the Article 50 appeal at the Supreme Court? Dates, what hearing means for Brexit","410 words","Express Online",,
"Joe Watts","November 16, 2016 Wednesday 11:51 AM GMT",,"Boris Johnson gets into Brexit row with Italian minister over prosecco and fish and chips","410 words","The Independent (United Kingdom)","UK POLITICS",
"Simon Jenkins","November 25, 2016 Friday 11:00 AM GMT",,"Is a second referendum a bad idea? Not if we ask the right question; Any attempt to invalidate the first Brexit vote would be wrong. But that does not mean there is no need to further consult British public opinion","411 words","The Guardian","OPINION",
"Zlata Rodionova","November 23, 2016",,"Britain's millionaires take post-Brexit sterling hit; FINANCE","411 words","i-Independent Print Ltd","FEATURES; Pg. 40",
"Patrick Christys","November 21, 2016 Monday 9:59 AM GMT",,"Theresa May unveils plan for post Brexit Britain - but look what steals the show!","412 words","Express Online",,
"By Dan Bloom","November 18, 2016 Friday 11:16 AM GMT",,"Britain could have to keep paying the EU for a decade after Brexit, German finance minister warns; The hardline comments by Wolfgang Schauble are a blow to Theresa May as she touches down in Berlin for talks with world leaders","412 words","mirror.co.uk","NEWS,UK NEWS",
"Aletha Adu","November 15, 2016 Tuesday 5:40 AM GMT",,"Boris Johnson branded 'shameless' for supporting Turkey's EU application after Brexit","412 words","Express Online",,
"SIMON OSBORNE","November 17, 2016 Thursday 11:09 AM GMT",,"BREXIT BLACKMAIL? Deloitte threatens to move business from Britain over immigration","414 words","Express Online",,
"Rehema Figueiredo","November 25, 2016 Friday 12:00 AM GMT",,"Bitter EU chiefs to hold Brexit negotiations WITHOUT British representatives present","415 words","Express Online",,
"Zlata Rodionova","November 22, 2016 Tuesday 9:22 AM GMT",,"Brexit vote wipes $1.5tn off UK household finances in 2016; The UKhas alsolost 406,000of its millionaires because of Brexit","415 words","The Independent (United Kingdom)","BUSINESS NEWS",
,"November 17, 2016 Thursday",,"Brexit fears Trumped by fall in jobless total; MIRROR BIZNI All the latest news from Northern Ireland mirrorbusinessni@gmail.com Minister buoyed by unemployment rate","415 words","Daily Mirror","FEATURES; OPINION COLUMN; Pg. 41",
,"November 15, 2016 Tuesday 12:08 PM GMT",,"Brexit good news continues: House prices rise by 7.7 per cent","415 words","Express Online",,
"Katie Allen","November 24, 2016 Thursday 11:33 AM GMT",,"UK sees rise in Neets: those not in education, employment or training; Increase to 11.9% of people aged 16-24 follows years of decline and fans fears that Brexit uncertainty will weaken jobs market","416 words","The Guardian","SOCIETY",
"Oli Smith","November 20, 2016 Sunday 11:01 AM GMT",,"'Not so fast!' Labour Chancellor pledges to turn Brexit into fight for a far-left Europe","416 words","Express Online",,
"Ajay Nair","November 15, 2016 Tuesday 11:01 PM GMT",,"Remainer MP says UK has 'bright future' after Brexit and insists Article 50 WILL be passed","416 words","Express Online",,
"TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR","November 25, 2016 Friday 4:51 PM GMT",,"We NEED a good deal with Britain! German minister warns Angela Merkel she must 'find a way' to hold on to economic ties after Brexit","417 words","MailOnline","NEWS",
,"November 17, 2016 Thursday",,"Civil service and the confusion over Brexit; Letters to the Editor","417 words","The Times (London)","LETTERS; Pg. 32",
"By Michael Wilkinson, Political Correspondent","November 16, 2016 Wednesday 9:34 AM GMT",,"Boris Johnson accused of 'insulting' Italians over Brexit and prosecco","418 words","telegraph.co.uk","NEWS",
"Samuel Osborne","November 15, 2016 Tuesday 8:57 PM GMT",,"Court battle over Brexit could cause 'constitutional crisis,' Iain Duncan Smith warns; Former Work and Pensions Secretary advises Parliament to ignore Supreme Court","418 words","The Independent (United Kingdom)","UK POLITICS",
"Jon Rogers","November 25, 2016 Friday 8:29 AM GMT",,"'Brexit tyrants must NOT dictate EU exit terms,' Remainer John Major's furious blast","419 words","Express Online",,
"BEN CHAPMAN","November 23, 2016 Wednesday",,"IBM to expand operations in the UK despite Brexit","419 words","The Independent - Daily Edition","BUSINESS; Pg. 52",
"Ajay Nair","November 21, 2016 Monday 11:56 AM GMT",,"Thatcherite hopeful Fillon will be 'major partner' during 'difficult' Brexit, says MP","419 words","Express Online",,
"Ben Chapman","November 21, 2016 Monday 3:36 PM GMT",,"Brexit fears could mean biggest Black Friday discounts ever - with up to 60% off","419 words","The Independent (United Kingdom)","BUSINESS NEWS",
,"November 17, 2016",,"There is no plan yet for Brexit - but here's what we want from it","420 words","i-Independent Print Ltd","NEWS; Pg. 16",
"Greg Heffer, Political Reporter","November 25, 2016 Friday 4:15 PM GMT",,"Ireland PM claims full Brexit deal 'impossible' in two years as May attacked over no-show","421 words","Express Online",,
"Andrew Woodcock and Helen William","November 25, 2016",,"'Election earthquake' if May doesn't deliver on Brexit; POLITICS","421 words","i-Independent Print Ltd","NEWS; Pg. 7",
"By Laura Hughes, Political Correspondent","November 21, 2016 Monday 12:01 AM GMT",,"Eurosceptics welcome Tony Blair's political comeback and Brexit intervention","422 words","telegraph.co.uk","NEWS",
"Ajay Nair","November 16, 2016 Wednesday 7:25 PM GMT",,"Alex Salmond blasts Prime Minister for NOT 'spelling out' UK's Brexit negotiating position","422 words","Express Online",,
"Charlie Bayliss","November 23, 2016 Wednesday 2:18 AM GMT",,"British expats 'WILL be given rights to stay within the European Union' after Brexit","423 words","Express Online",,
"Steven Swinford; Simon Johnson","November 19, 2016 Saturday",,"Sturgeon cleared to challenge Brexit plan","423 words","The Daily Telegraph (London)","NEWS; Pg. 4",
"Justin Huggler","November 18, 2016 Friday",,"Obama calls for transparency in Brexit talks","424 words","The Daily Telegraph (London)","NEWS; Pg. 15",
,"November 18, 2016 Friday",,"Brexit is an opportunity to set migration levels that work for everyone; Letters to the Editor","425 words","The Daily Telegraph (London)","NEWS; Pg. 19",
"Heather Saul","November 17, 2016 Thursday 11:10 AM GMT",,"Space X executive quits position to fight Trump and Brexit 'nightmare'","425 words","The Independent (United Kingdom)","PEOPLE",
"Rob Merrick","November 15, 2016 Tuesday 1:19 PM GMT",,"Brexit: Government creates shortest possible bill for Article 50 vote to prevent Parliament holding it up; Short legislation will be 'bombproof'to amendments, the Government believes - and can be rammed through the Commons in two weeks","425 words","The Independent (United Kingdom)","UK POLITICS",
"ASSOCIATED PRESS","November 14, 2016 Monday 10:00 AM GMT",,"German government backs MP who compared Donald Trump to a 'hate preacher' and declared Brexit supporters 'fear-mongers' as the country's next president","425 words","MailOnline","NEWS",
"Justin Huggler","November 25, 2016 Friday",,"Brussels' Brexit hardliner quits - and poses a threat to Merkel's hold on the Chancellery","426 words","The Daily Telegraph (London)","NEWS; Pg. 24",
"Leda Reynolds","November 21, 2016 Monday 2:43 PM GMT",,"Putin hoping for SMOOTH Brexit as he praises 'experts' in the UK","426 words","Express Online",,
"Ben Chapman","November 21, 2016 Monday 12:37 PM GMT",,"Mitie shares plummet 20 per cent as it is squeezed by Brexit and National Living Wage; Customers have cut back on spending after the referendum, says outsourcing firm","426 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Nigel Morris","November 17, 2016",,"Ministers have no clear direction, says civil servant; BREXIT","426 words","i-Independent Print Ltd","NEWS; Pg. 5",
